# Temperature = 600.000K, fmax=0.020 eV/Å, fire_max_steps=100, neighbor_cutoff=6
# iter, energy_before [eV], energy_after [eV], acceptance, time_cost, 
5, -27908.01691726544, -27908.01691726544, 1, 0.5712840557098389
7, -27908.01691726544, -27907.85923649417, 0, 0.616541862487793
8, -27908.01691726544, -27907.708424888937, 0, 0.5350418090820312
10, -27908.000523589762, -27908.000523589762, 1, 0.49332237243652344
11, -27908.000523589762, -27907.59394475982, 0, 0.5868301391601562
13, -27908.00834651023, -27908.00834651023, 1, 0.5540447235107422
19, -27907.958680429412, -27907.958680429412, 1, 0.4436628818511963
20, -27907.958680429412, -27907.78558817381, 0, 0.5775561332702637
21, -27907.958680429412, -27907.944372840655, 0, 0.6070964336395264
24, -27907.98050843117, -27907.98050843117, 1, 0.5609462261199951
25, -27907.98050843117, -27907.6824458953, 0, 0.5885987281799316
26, -27908.097238114362, -27908.097238114362, 1, 0.6086735725402832
28, -27908.097238114362, -27907.339601947213, 0, 0.5795698165893555
32, -27908.390794936222, -27908.390794936222, 1, 0.5618488788604736
33, -27908.390794936222, -27908.18165179361, 0, 0.6260113716125488
35, -27908.398921453696, -27908.398921453696, 1, 0.5740900039672852
38, -27908.462309018505, -27908.462309018505, 1, 0.6250715255737305
39, -27908.462309018505, -27908.272005136696, 0, 0.6245605945587158
43, -27908.777130667157, -27908.777130667157, 1, 0.5744373798370361
47, -27908.846142596303, -27908.846142596303, 1, 0.5964419841766357
49, -27908.846142596303, -27908.661933489486, 0, 0.6155471801757812
50, -27908.70083416445, -27908.70083416445, 1, 0.5695090293884277
51, -27908.813851794617, -27908.813851794617, 1, 0.6270942687988281
52, -27908.88320469249, -27908.88320469249, 1, 0.5850024223327637
53, -27908.88320469249, -27908.437747603562, 0, 0.613785982131958
54, -27909.270903837758, -27909.270903837758, 1, 0.5701382160186768
55, -27909.270903837758, -27909.03278023137, 0, 0.5757744312286377
57, -27909.270903837758, -27909.06102860123, 0, 0.5959873199462891
59, -27909.478378912885, -27909.478378912885, 1, 0.5641722679138184
